COBO,COBALT BLUE HOLDINGS LIMITED,0.74, 
CTLO,CENTENNIAL MINING LIMITED ,0.002, 
CTMOB,CENTAURUS METALS LIMITED,0.006, 
DDDO,3D RESOURCES LIMITED,0.002, 
DEGO,DE GREY MINING LIMITED,0.091, 
DMIOA,DEMPSEY MINERALS LIMITED,0.08, 
DTMOA,DART MINING NL,0.001, 
DTMOB,DART MINING NL,-, 
DYLO,DEEP YELLOW LIMITED ,0.09, 
E2EO,EON NRG LIMITED ,0.002, 
EAIO,ELLERSTON ASIAN INVESTMENTS LIMITED ,0.075, 
EDEO,EDEN INNOVATIONS LTD,0.03, 
ELSO,ELSIGHT LIMITED ,0.068, 
EM1O,EMERGE GAMING LIMITED ,0.003, 
EMPOC,EMPEROR ENERGY LIMITED,0.001, 
EN1O,ENGAGE:BDR LIMITED,0.026, 
ESHO,ESPORTS MOGUL ASIA PACIFIC LIMITED,0.005, 
ESIOC,ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED,0.002, 
FAUO,FIRST AU LIMITED,0.007, 
FGROC,FIRST GRAPHENE LIMITED,0.075, 
FPLOA,FREMONT PETROLEUM CORPORATION LIMITED ,0.001, 
GBZOA,GBM RESOURCES LIMITED ,0.004, 
GGGOB,GREENLAND MINERALS LIMITED,0.006, 
GMCO,GULF MANGANESE CORPORATION LIMITED,0.005, 
GMRO,GOLDEN RIM RESOURCES LTD,0.005, 
GPPO,GREENPOWER ENERGY LIMITED ,0.001, 
GPPOA,GREENPOWER ENERGY LIMITED ,0.001, 
HAVOC,HAVILAH RESOURCES LIMITED ,0.05, 
HDYOC,HARDEY RESOURCES LIMITED,0.001, 
HE8OA,HELIOS ENERGY LTD ,0.035, 
HEGOC,HILL END GOLD LIMITED ,0.026, 
HIPOA,HIPO RESOURCES LIMITED,0.011, 
HMLO,HENRY MORGAN LIMITED,0.82, 
HZRO,HAZER GROUP LIMITED ,0.035, 
ICIO,ICANDY INTERACTIVE LIMITED,0.045, 
ICTOB,ICOLLEGE LIMITED,0.013, 
IHLOA,IMPRESSION HEALTHCARE LIMITED ,0.001, 
IHLOB,IMPRESSION HEALTHCARE LIMITED ,0.004, 
IMCOB,IMMURON LIMITED ,0.081, 
IMUOA,IMUGENE LIMITED ,0.016, 
INFOA,INFINITY LITHIUM CORPORATION LIMITED,-, 
IOTO,IOT GROUP LIMITED ,0.001, 
IPTOA,IMPACT MINERALS LIMITED ,0.002, 
IRCOA,INTERMIN RESOURCES LIMITED,0.019, 
IVROA,INVESTIGATOR RESOURCES LTD,0.004, 
JKAOC,JACKA RESOURCES LIMITED ,0.001, 
K2FOA,K2FLY LIMITED ,0.17, 
KBLO,KBL MINING LIMITED,0.001, 
KTAOB,KRAKATOA RESOURCES LIMITED,0.006, 
KZAO,KAZIA THERAPEUTICS LIMITED,0.012, 
LHBO,LIONHUB GROUP LIMITED ,0.012, 
LHMO,LAND & HOMES GROUP LIMITED,0.012, 
LINO,LINDIAN RESOURCES LIMITED ,0.001, 
LKEO,LAKE RESOURCES N.L. ,0.012, 
LKEOA,LAKE RESOURCES N.L. ,0.008, 
LNUOA,LINIUS TECHNOLOGIES LIMITED ,0.017, 
LPIOA,LITHIUM POWER INTERNATIONAL LIMITED ,0.045, 
LRSOB,LATIN RESOURCES LIMITED ,0.001, 
LSROA,LODESTAR MINERALS LIMITED ,0.009, 
LSXOA,LION SELECTION GROUP LIMITED. ,0.022, 
MAGO,MAGMATIC RESOURCES LIMITED,0.008, 
MECO,MORPHIC ETHICAL EQUITIES FUND LIMITED ,0.001, 
MEDOB,MERLIN DIAMONDS LIMITED ,0.003, 
MGTOC,MAGNETITE MINES LIMITED.,0.002, 
MKGO,MAKO GOLD LIMITED ,0.037, 
MLMOA,METALLICA MINERALS LIMITED,0.001, 
MLSO,METALS AUSTRALIA LTD,0.003, 
MLSOA,METALS AUSTRALIA LTD,0.001, 
MNCOA,METMINCO LIMITED,0.005, 
MQRO,MARQUEE RESOURCES LIMITED ,0.14, 
MRDOA,MOUNT RIDLEY MINES LIMITED,0.001, 
MRQOA,MRG METALS LIMITED,0.002, 
MRQOB,MRG METALS LIMITED,0.004, 
MSEOA,METALSEARCH LIMITED ,0.001, 
MSMOA,MSM CORPORATION INTERNATIONAL LTD ,0.003, 
MUSOA,MUSTANG RESOURCES LIMITED ,0.012, 
MXCOD,MGC PHARMACEUTICALS LTD ,0.027, 
MYLO,MYANMAR METALS LIMITED,0.053, 
MZZO,MATADOR MINING LIMITED,0.145, 
N27O,NORTHERN COBALT LIMITED ,0.085, 
NC6O,NANOLLOSE LIMITED ,0.05, 
NESO,NELSON RESOURCES LIMITED. ,0.03, 
NEWOA,NEW ENERGY SOLAR,0.002, 
NEWOB,NEW ENERGY SOLAR,0.004, 
NIUO,NIUMINCO GROUP LIMITED,0.002, 
NTLOB,NEW TALISMAN GOLD MINES LIMITED ,-, 
NUSO,NUSANTARA RESOURCES LIMITED ,0.001, 
NUSOA,NUSANTARA RESOURCES LIMITED ,-, 
NVAO,NOVA MINERALS LIMITED ,0.015, 
OGXOD,ORINOCO GOLD LIMITED,0.038, 
OMTO,OMNI MARKET TIDE LTD,0.001, 
OPTO,OPTHEA LIMITED,0.23, 
OZGOC,OZGROWTH LIMITED,0.007, 
PDIO,PREDICTIVE DISCOVERY LIMITED,0.003, 
PEKOB,PEAK RESOURCES LIMITED,0.005, 
PEKOC,PEAK RESOURCES LIMITED,-, 
PENOD,PENINSULA ENERGY LIMITED,0.001, 
PG1OB,PEARL GLOBAL LIMITED,0.04, 
PGIOA,PANTERRA GOLD LIMITED ,0.001, 
PIAO,PENGANA INTERNATIONAL EQUITIES LIMITED,0.008, 
PIOO,PIONEER RESOURCES LIMITED ,0.003, 
PKOO,PEAKO LIMITED ,-, 
PL8O,PLATO INCOME MAXIMISER LIMITED. ,0.002, 
PM1O,PURE MINERALS LIMITED ,0.005, 
PODO,PODIUM MINERALS LIMITED ,0.008, 
PRLOA,PETREL ENERGY LIMITED ,0.001, 
PWNOA,PARKWAY MINERALS NL ,0.002, 
RCLO,READCLOUD LIMITED ,0.14, 
RD1O,REGISTRY DIRECT LIMITED ,0.002, 
RELO,RAVEN ENERGY LIMITED,0.001, 
RLCO,REEDY LAGOON CORPORATION LIMITED,0.013, 
RMXOG,RED MOUNTAIN MINING LIMITED ,0.005, 
RMXOH,RED MOUNTAIN MINING LIMITED ,0.003, 
RNUOA,RENASCOR RESOURCES LIMITED,0.014, 
RYDO,RYDER CAPITAL LIMITED ,0.1, 
S3RO,SERPENTINE TECHNOLOGIES LIMITED ,0.001, 
S3ROA,SERPENTINE TECHNOLOGIES LIMITED ,0.001, 
S3ROB,SERPENTINE TECHNOLOGIES LIMITED ,0.002, 
SBRO,SABRE RESOURCES LIMITED ,0.001, 
SFGO,SEAFARMS GROUP LIMITED,0.035, 
SGQOB,ST GEORGE MINING LIMITED,0.075, 
SI6OC,SIX SIGMA METALS LIMITED,0.005, 
SKNO,SKIN ELEMENTS LIMITED ,0.001, 
SMIO,SANTANA MINERALS LIMITED,0.002, 
SOPOA,SYNERTEC CORPORATION LIMITED,0.002, 
SP3O,SPECTUR LIMITED ,0.125, 
SPQO,SUPERIOR RESOURCES LIMITED,0.004, 
SRNOB,SUREFIRE RESOURCES NL ,0.004, 
SRYO,STORY-I LIMITED ,0.005, 
SRZO,STELLAR RESOURCES LIMITED ,0.005, 
ST1O,SPIRIT TELECOM LIMITED,0.065, 
STLO,STARGROUP LIMITED ,0.003, 
STMO,SUNSTONE METALS LTD ,0.019, 
SUROA,SUN RESOURCES NL,0.001, 
SUROC,SUN RESOURCES NL,0.001, 
SWJO,STONEWALL RESOURCES LIMITED ,0.002, 
SYAOB,SAYONA MINING LIMITED ,0.011, 
THCO,THE HYDROPONICS COMPANY LIMITED ,0.23, 
THXOB,THUNDELARRA LIMITED ,0.005, 
TLGOA,TALGA RESOURCES LTD ,0.26, 
TMTO,TECHNOLOGY METALS AUSTRALIA LIMITED ,0.19, 
TNOO,TANDO RESOURCES LIMITED ,0.115, 
TOMO,TOMIZONE LIMITED,0.004, 
TONOB,TRITON MINERALS LTD ,0.003, 
TONOC,TRITON MINERALS LTD ,0.004, 
TRTO,TODD RIVER RESOURCES LIMITED,0.016, 
TTLO,TRANSCENDENCE TECHNOLOGIES LIMITED,0.004, 
TV2O,TV2U INTERNATIONAL LIMITED,0.004, 
TYXOC,TYRANNA RESOURCES LIMITED ,0.004, 
UUVO,UUV AQUABOTIX LTD ,0.001, 
VALOA,VALOR RESOURCES LIMITED ,0.004, 
VAROA,VARISCAN MINES LIMITED,0.001, 
VICOA,VICTORY MINES LIMITED ,0.003, 
VMCOA,VENUS METALS CORPORATION LIMITED,0.035, 
VN8O,VONEX LIMITED.. ,0.05, 
VPCOA,VELPIC LIMITED,0.001, 
WAAO,WAM ACTIVE LIMITED,0.005, 
WCNOB,WHITE CLIFF MINERALS LIMITED,0.001, 
WCNOC,WHITE CLIFF MINERALS LIMITED,0.001, 
WGFO,WATERMARK GLOBAL LEADERS FUND LIMITED ,0.001, 
WGXO,WESTGOLD RESOURCES LIMITED. ,0.19, 
WICOC,WESTOZ INVESTMENT COMPANY LIMITED ,0.115, 
WKTOA,WALKABOUT RESOURCES LTD ,0.079, 
WOFOA,WOLF PETROLEUM LTD,0.001, 
WQGO,WCM GLOBAL GROWTH LIMITED ,0.025, 
WSIO,WESTSTAR INDUSTRIAL LIMITED ,0.002, 
XPEOC,XPED LIMITED,0.001, 
XTDO,XTD LTD ,-, 
ZIPOB,ZIPTEL LIMITED,0.008, 
ZMIOC,ZINC OF IRELAND NL,0.002, 
ZYBOA,ZYBER HOLDINGS LTD,0.002, 
1AD,ADALTA LIMITED,0.37, 
1AG,ALTERRA LIMITED ,0.042, 
1AL,ONEALL INTERNATIONAL LIMITED,0.94, 
1PG,1-PAGE LIMITED,0.165, 
1ST,1ST GROUP LIMITED ,0.038, 
3DP,POINTERRA LIMITED ,0.043, 
3PL,3P LEARNING LIMITED.. ,1.25, 
4CE,FORCE COMMODITIES LIMITED ,0.049, 
4DS,4DS MEMORY LIMITED,0.043, 
5GN,5G NETWORKS LIMITED ,0.44, 
88E,88 ENERGY LIMITED ,0.023, 
8CO,8COMMON LIMITED ,0.05, 
8EC,8IP EMERGING COMPANIES LIMITED,0.93, 
8IH,8I HOLDINGS LTD ,0.125, 
9SP,9 SPOKES INTERNATIONAL LIMITED,0.027, 
A1C,AIC RESOURCES LIMITED ,0.19, 
A200,BETASHARES AUSTRALIA 200 ETF,103.39, 
A2M,THE A2 MILK COMPANY LIMITED ,10.52, 
A3D,AURORA LABS LIMITED ,0.495, 
AAA,BETASHARES AUSTRALIAN HIGH INTEREST CASH ETF,50.15, 
AAC,AUSTRALIAN AGRICULTURAL COMPANY LIMITED.,1.26, 
AAD,ARDENT LEISURE GROUP,1.975, 
AAJ,ARUMA RESOURCES LIMITED ,0.013, 
AAP,AUSTRALIAN AGRICULTURAL PROJECTS LIMITED,0.025, 
AAR,ANGLO AUSTRALIAN RESOURCES NL ,0.092, 
AAU,ADCORP AUSTRALIA LIMITED,0.008, 
AB1,ANIMOCA BRANDS CORPORATION LIMITED,0.056, 
ABA,AUSWIDE BANK LTD,5.63, 
ABC,ADELAIDE BRIGHTON LIMITED ,6.95, 
ABL,ABILENE OIL AND GAS LIMITED ,0.005, 
ABP,ABACUS PROPERTY GROUP ,3.77, 
ABR,AMERICAN PACIFIC BORATE & LITHIUM LIMITED ,0.29, 
ABT,ABUNDANT PRODUCE LIMITED,0.25, 
ABV,ADVANCED BRAKING TECHNOLOGY LTD ,0.003, 
ABW,AURORA ABSOLUTE RETURN FUND ,0.38, 
ABX,AUSTRALIAN BAUXITE LIMITED. ,0.105, 
AC8,AUSCANN GROUP HOLDINGS LTD,1.26, 
ACB,A-CAP RESOURCES LIMITED ,0.046, 
ACF,ACROW FORMWORK AND CONSTRUCTION SERVICES LIMITED,0.29, 
ACL,ALCHEMIA LIMITED,0.01, 
ACO,AUSTRALIAN CAREERS NETWORK LIMITED,3.43, 
ACP,AUDALIA RESOURCES LIMITED ,0.018, 
ACQ,ACORN CAPITAL INVESTMENT FUND LIMITED ,1.15, 
ACR,ACRUX LIMITED ,0.145, 
ACS,ACCENT RESOURCES NL ,0.01, 
ACW,ACTINOGEN MEDICAL LIMITED ,0.048, 
AD1,APPLYDIRECT LIMITED ,0.045, 
AD8,AUDINATE GROUP LIMITED,3.92, 
ADA,ADACEL TECHNOLOGIES LIMITED ,1.69, 
ADD,ADAVALE RESOURCES LIMITED ,0.012, 
ADH,ADAIRS LIMITED,2.23, 
ADJ,ADSLOT LTD,0.026, 
ADN,ANDROMEDA METALS LIMITED,0.007, 
ADO,ANTEO DIAGNOSTICS LIMITED ,0.015, 
ADR,ADHERIUM LIMITED,0.12, 
ADT,ADRIATIC METALS PLC ,0.515, 
ADV,ARDIDEN LTD ,0.013, 
ADX,ADX ENERGY LTD,0.01, 
ADY,ADMIRALTY RESOURCES NL. ,0.01, 
AEB,ALGAE.TEC LIMITED ,0.02, 
AEE,AURA ENERGY LIMITED ,0.02, 
AEF,AUSTRALIAN ETHICAL INVESTMENT LIMITED ,135, 
AEG,ABSOLUTE EQUITY PERFORMANCE FUND LIMITED,1.165, 
AEI,AERIS ENVIRONMENTAL LTD ,0.14, 
AER,AEERIS LTD,0.041, 
AEV,AVENIRA LIMITED ,0.024, 
AFA,ASF GROUP LIMITED ,0.15, 
AFG,AUSTRALIAN FINANCE GROUP LTD,1.405, 
AFI,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED,6.16, 
AFP,AFT PHARMACEUTICALS LIMITED ,2, 
AFR,AFRICAN ENERGY RESOURCES LIMITED,0.024, 
AFT,AFT CORPORATION LIMITED ,0.001, 
AGD,AUSTRAL GOLD LIMITED,0.1, 
AGE,ALLIGATOR ENERGY LIMITED,0.009, 
AGG,ANGLOGOLD ASHANTI LIMITED ,2.16, 
AGI,AINSWORTH GAME TECHNOLOGY LIMITED ,1.04, 
AGJ,AGRICULTURAL LAND TRUST ,0.032, 
AGL,AGL ENERGY LIMITED. ,22.48, 
AGO,ATLAS IRON LIMITED,0.043, 
AGR,AGUIA RESOURCES LIMITED ,0.2, 
AGS,ALLIANCE RESOURCES LIMITED,0.091, 
AGY,ARGOSY MINERALS LIMITED ,0.24, 
AHF,AUSTRALIAN DAIRY FARMS GROUP,0.155, 
AHG,AUTOMOTIVE HOLDINGS GROUP LIMITED.,2.85, 
AHK,ARK MINES LIMITED ,0.067, 
AHL,AHALIFE HOLDINGS LIMITED,0.015, 
AHN,ATHENA RESOURCES LIMITED,0.04, 
AHQ,ALLEGIANCE COAL LIMITED ,0.042, 
AHR,ANCHOR RESOURCES LIMITED,0.016, 
AHX,APIAM ANIMAL HEALTH LIMITED ,0.75, 
AHY,ASALEO CARE LIMITED ,1.395, 
AHZ,ADMEDUS LTD ,0.23, 
AIA,AUCKLAND INTERNATIONAL AIRPORT LIMITED,6.23, 
AIB,AURORA GLOBAL INCOME TRUST,0.295, 
AIQ,ALTERNATIVE INVESTMENT TRUST,0.085, 
AIR,ASTIVITA LIMITED,0.065, 
AIS,AERIS RESOURCES LIMITED ,0.16, 
AIV,ACTIVEX LIMITED ,0.12, 
AIY,AUTHORISED INVESTMENT FUND LIMITED,0.031, 
AIZ,AIR NEW ZEALAND LIMITED ,2.95, 
AJC,ACACIA COAL LIMITED ,0.001, 
AJD,ASIA PACIFIC DATA CENTRE GROUP,1.92, 
AJJ,ASIAN AMERICAN MEDICAL GROUP LIMITED,0.105, 
AJL,AJ LUCAS GROUP LIMITED,0.33, 
AJM,ALTURA MINING LIMITED ,0.325, 
AJQ,ARMOUR ENERGY LIMITED ,0.089, 
AJX,ALEXIUM INTERNATIONAL GROUP LIMITED ,0.12, 
AJY,ASAPLUS RESOURCES LIMITED ,0.1, 
AKF,ASK FUNDING LIMITED ,0.021, 
AKG,ACADEMIES AUSTRALASIA GROUP LIMITED ,0.375, 
AKM,ASPIRE MINING LIMITED ,0.022, 
AKN,AUKING MINING LIMITED ,0.003, 
AKP,AUDIO PIXELS HOLDINGS LIMITED ,17.4, 
AL8,ALDERAN RESOURCES LIMITED ,0.885, 
ALC,ALCIDION GROUP LIMITED,0.052, 
ALF,AUSTRALIAN LEADERS FUND LIMITED ,1.03, 
ALI,ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED ,1.8, 
ALK,ALKANE RESOURCES LIMITED,0.23, 
ALL,ARISTOCRAT LEISURE LIMITED,30.9, 
ALQ,ALS LIMITED ,7.54, 
ALT,ANALYTICA LIMITED ,0.006, 
ALU,ALTIUM LIMITED,22.51, 
ALX,ATLAS ARTERIA ,6.43, 
ALY,ALCHEMY RESOURCES LIMITED ,0.015, 
AMA,AMA GROUP LIMITED ,1.045, 
AMB,AMBITION GROUP LIMITED,0.14, 
AMC,AMCOR LIMITED ,14.41, 
AMD,ARROW MINERALS LTD,0.025, 
AME,ALTO METALS LIMITED ,0.065, 
AMG,AUSMEX MINING GROUP LIMITED ,0.032, 
AMH,AMCIL LIMITED ,0.96, 
AMI,AURELIA METALS LIMITED,0.57, 
AML,AEON METALS LIMITED.,0.355, 
AMN,AGRIMIN LIMITED ,0.94, 
AMO,AMBERTECH LIMITED ,0.16, 
AMP,AMP LIMITED ,3.56, 
AMPPA,AMP LIMITED ,104.199, 
AMT,ALLEGRA ORTHOPAEDICS LIMITED,0.105, 
ANG,AUSTIN ENGINEERING LIMITED,0.23, 
ANL,AMANI GOLD LIMITED,0.009, 
ANN,ANSELL LIMITED,27.19, 
ANO,ADVANCE NANOTEK LIMITED ,0.5, 
ANP,ANTISENSE THERAPEUTICS LIMITED,0.025, 
ANQ,ANAECO LIMITED,0.003, 
ANR,ANATARA LIFESCIENCES LTD,0.635, 
ANS,AUSTSINO RESOURCES GROUP LIMITED,0.016, 
ANW,AUS TIN MINING LTD,0.017, 
ANZ,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,28.24, 
ANZPC,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,101.4, 
ANZPD,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,103, 
ANZPE,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,100.62, 
ANZPF,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,101.69, 
ANZPG,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,104.619, 
ANZPH,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,100.399, 
AO1,ASSETOWL LIMITED,0.032, 
AOA,AUSMON RESOURCES LIMITED,0.009, 
AOD,AURORA DIVIDEND INCOME TRUST (MANAGED FUND) ,0.56, 
AOF,AUSTRALIAN UNITY OFFICE FUND,2.5, 
AOG,AVEO GROUP,2.43, 
AOK,AUSTEX OIL LIMITED,0.017, 
AON,APOLLO MINERALS LIMITED ,0.235, 
AOP,APOLLO CONSOLIDATED LIMITED ,0.165, 
AOU,AUROCH MINERALS LTD ,0.078, 
AOW,AMERICAN PATRIOT OIL & GAS LIMITED,0.025, 
APA,APA GROUP ,9.85, 
APC,AUSTRALIAN POTASH LIMITED ,0.058, 
APD,APN PROPERTY GROUP LIMITED,0.45, 
APE,AP EAGERS LIMITED ,8.53, 
APG,AUSTPAC RESOURCES NL,0.001, 
API,AUSTRALIAN PHARMACEUTICAL INDUSTRIES LIMITED,1.7, 
APL,ANTIPODES GLOBAL INVESTMENT COMPANY LTD ,1.18, 
APO,APN OUTDOOR GROUP LIMITED ,6.28, 
APT,AFTERPAY TOUCH GROUP LIMITED,9.35, 
APW,AIMS PROPERTY SECURITIES FUND ,1.575, 
APX,APPEN LIMITED ,13.37, 
APZ,ASPEN GROUP ,0.955, 
AQC,AUSTRALIAN PACIFIC COAL LIMITED ,0.6, 
AQD,AUSQUEST LIMITED,0.033, 
AQF,AUSTRALIAN GOVERNANCE MASTERS INDEX FUND LIMITED,1.85, 
AQG,ALACER GOLD CORP. ,2.6, 
AQI,ALICANTO MINERALS LIMITED ,0.06, 
AQJ,AUS ASIA MINERALS LIMITED ,-, 
AQS,AQUIS ENTERTAINMENT LIMITED ,0.028, 
AQX,ALICE QUEEN LIMITED ,0.04, 
AQZ,ALLIANCE AVIATION SERVICES LIMITED,1.93, 
ARA,ARIADNE AUSTRALIA LIMITED ,0.655, 
ARB,ARB CORPORATION LIMITED.,22.83, 
ARC,AUSTRALIAN RURAL CAPITAL LIMITED,0.69, 
ARD,ARGENT MINERALS LIMITED ,0.021, 
ARE,ARGONAUT RESOURCES NL ,0.02, 
ARF,ARENA REIT. ,2.15, 
ARG,ARGO INVESTMENTS LIMITED,7.97, 
ARH,AUSTRALASIAN RESOURCES LIMITED,0.005, 
ARI,A.C.N. 004 410 833 LIMITED,0.022, 
ARL,ARDEA RESOURCES LIMITED ,0.78, 
ARM,AURORA MINERALS LIMITED ,0.029, 
ARO,ASTRO RESOURCES NL,0.003, 
ARQ,ARQ GROUP LIMITED ,3.3, 
ARS,ALT RESOURCES LIMITED ,0.053, 
ARU,ARAFURA RESOURCES LIMITED ,0.088, 
ARV,ARTEMIS RESOURCES LIMITED ,0.17, 
ARX,ARC EXPLORATION LIMITED ,0.3, 
AS1,ANGEL SEAFOOD HOLDINGS LTD,0.16, 
ASB,AUSTAL LIMITED,1.86, 
ASG,AUTOSPORTS GROUP LIMITED. ,1.7, 
ASH,ASHLEY SERVICES GROUP LIMITED ,0.195, 
ASL,AUSDRILL LIMITED,1.835, 
ASN,ANSON RESOURCES LIMITED ,0.054, 
ASP,ASPERMONT LIMITED.,0.009, 
AST,AUSNET SERVICES LIMITED ,1.605, 
ASW,ADVANCED SHARE REGISTRY LIMITED ,0.71, 
ASX,ASX LIMITED ,64.39, 
ASY,ASSEMBLEBAY LIMITED ,0.019, 
ATA,ATC ALLOYS LTD,0.025, 
ATC,ALTECH CHEMICALS LTD,0.205, 
ATL,APOLLO TOURISM & LEISURE LTD,1.65, 
ATM,ANEKA TAMBANG (PERSERO) TBK (PT),0.7, 
ATP,ATLAS PEARLS LTD,0.024, 
ATR,ASTRON CORPORATION LIMITED,0.2, 
ATS,AUSTRALIS OIL & GAS LIMITED ,0.46, 
ATT,ANTE REAL ESTATE TRUST,0.002, 
ATU,ATRUM COAL LIMITED,0.079, 
AU1,THE AGENCY GROUP AUSTRALIA LTD,0.008, 
AU8,AUMAKE INTERNATIONAL LIMITED,0.23, 
AUB,AUB GROUP LIMITED ,13.58, 
AUC,AUSGOLD LIMITED ,0.028, 
AUDS,BETASHARES STRONG AUSTRALIAN DOLLAR FUND (HEDGE FUND) ,13.98, 
AUH,AUSTCHINA HOLDINGS LIMITED,0.006, 
AUI,AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED,8.65, 
AUL,AUSTAR GOLD LIMITED ,0.007, 
AUMF,ISHARES EDGE MSCI AUSTRALIA MULTIFACTOR ETF ,29.75, 
AUP,AURORA PROPERTY BUY-WRITE INCOME TRUST,2.63, 
AUQ,ALARA RESOURCES LIMITED ,0.029, 
AUR,AURIS MINERALS LIMITED,0.068, 
AUST,BETASHARES MANAGED RISK AUSTRALIAN SHARE FUND ,16.55, 
AUZ,AUSTRALIAN MINES LIMITED,0.089, 
AVA,AVA RISK GROUP LIMITED,0.115, 
AVB,AVANCO RESOURCES LIMITED,0.165, 
AVC,AUCTUS ALTERNATIVE INVESTMENTS LIMITED,0.041, 
AVD,ANTILLES OIL AND GAS NL ,0.021, 
AVG,AUSTRALIAN VINTAGE LTD,0.545, 
AVH,AVITA MEDICAL LTD ,0.069, 
AVJ,AVJENNINGS LIMITED,0.705, 
AVL,AUSTRALIAN VANADIUM LIMITED ,0.042, 
AVN,AVENTUS RETAIL PROPERTY FUND,2.24, 
AVQ,AXIOM MINING LIMITED,0.12, 
AVW,AVIRA RESOURCES LTD ,0.009, 
AVZ,AVZ MINERALS LIMITED,0.105, 
AWC,ALUMINA LIMITED ,2.8, 
AWN,AROWANA INTERNATIONAL LIMITED ,0.275, 
AWV,ANOVA METALS LIMITED,0.039, 
AWY,AUSTRALIAN WHISKY HOLDINGS LIMITED,0.047, 
AX1,ACCENT GROUP LIMITED,1.65, 
AX8,ACCELERATE RESOURCES LIMITED,0.14, 
AXE,ARCHER EXPLORATION LIMITED,0.11, 
AXI,AXIOM PROPERTIES LIMITED,0.039, 
