MAGO,MAGMATIC RESOURCES LIMITED,0.001, 
MAGOA,MAGMATIC RESOURCES LIMITED,0.002, 
MEDOB,MERLIN DIAMONDS LIMITED ,0.003, 
MGTOC,MAGNETITE MINES LIMITED.,0.001, 
MHCO,MANHATTAN CORPORATION LIMITED ,-, 
MKGO,MAKO GOLD LIMITED ,0.008, 
MLSO,METALS AUSTRALIA LTD,0.001, 
MLSOA,METALS AUSTRALIA LTD,0.001, 
MNCOA,METMINCO LIMITED,0.001, 
MOHO,MOHO RESOURCES LIMITED,0.008, 
MQRO,MARQUEE RESOURCES LIMITED ,0.021, 
MRDOA,MOUNT RIDLEY MINES LIMITED,0.001, 
MRQOA,MRG METALS LIMITED,0.001, 
MRQOB,MRG METALS LIMITED,0.003, 
MSMOA,MSM CORPORATION INTERNATIONAL LTD ,0.001, 
MYLO,MYANMAR METALS LIMITED,0.028, 
MZZO,MATADOR MINING LIMITED,0.09, 
N27O,NORTHERN COBALT LIMITED ,0.004, 
N27OA,NORTHERN COBALT LIMITED ,0.007, 
NC6O,NANOLLOSE LIMITED ,0.005, 
NCCOB,NAOS EMERGING OPPORTUNITIES COMPANY LIMITED ,-, 
NESO,NELSON RESOURCES LIMITED. ,0.03, 
NEWOB,NEW ENERGY SOLAR,0.001, 
NOROA,NORWOOD SYSTEMS LIMITED ,0.001, 
NTIO,NEUROTECH INTERNATIONAL LIMITED ,0.006, 
NTLOB,NEW TALISMAN GOLD MINES LIMITED ,0.005, 
NUSOA,NUSANTARA RESOURCES LIMITED ,0.02, 
NVAO,NOVA MINERALS LIMITED ,0.006, 
NXEOA,NEW ENERGY MINERALS LTD ,0.01, 
NXEOB,NEW ENERGY MINERALS LTD ,0.001, 
OAUOB,ORA GOLD LIMITED,0.001, 
OGXOD,ORINOCO GOLD LIMITED,0.002, 
OKJO,OAKAJEE CORPORATION LIMITED ,0.018, 
OPNO,OPENDNA LIMITED ,0.02, 
OZGOC,OZGROWTH LIMITED,0.001, 
PDIO,PREDICTIVE DISCOVERY LIMITED,0.001, 
PEKOC,PEAK RESOURCES LIMITED,0.019, 
PG1OB,PEARL GLOBAL LIMITED,0.003, 
PKDO,PARKD LTD ,0.003, 
PM1O,PURE MINERALS LIMITED ,0.001, 
PMYO,PACIFICO MINERALS LIMITED ,0.001, 
PODO,PODIUM MINERALS LIMITED ,0.001, 
PSMO,PENINSULA MINES LIMITED ,0.001, 
PTXOC,PRESCIENT THERAPEUTICS LIMITED,0.02, 
PUAOC,PURE ALUMINA LIMITED,0.012, 
PUROA,PURSUIT MINERALS LTD,0.003, 
RCLO,READCLOUD LIMITED ,0.08, 
RD1O,REGISTRY DIRECT LIMITED ,0.002, 
RDSOB,REDSTONE RESOURCES LIMITED,0.001, 
RFRO,RAFAELLA RESOURCES LTD. ,0.025, 
RIMOB,RIMFIRE PACIFIC MINING NL ,0.001, 
RLCO,REEDY LAGOON CORPORATION LIMITED,0.001, 
RLEOB,REAL ENERGY CORPORATION LIMITED ,0.016, 
RMXOG,RED MOUNTAIN MINING LIMITED ,0.001, 
RMXOH,RED MOUNTAIN MINING LIMITED ,0.001, 
RNUOA,RENASCOR RESOURCES LIMITED,0.002, 
RWDOA,REWARD MINERALS LTD ,0.02, 
RYDOA,RYDER CAPITAL LIMITED ,0.1, 
S3ROB,SERPENTINE TECHNOLOGIES LIMITED ,0.002, 
SASOC,SKY AND SPACE GLOBAL LTD,-, 
SBROA,SABRE RESOURCES LIMITED ,0.002, 
SFGO,SEAFARMS GROUP LIMITED,0.045, 
SGQOB,ST GEORGE MINING LIMITED,0.035, 
SI6OC,SIX SIGMA METALS LIMITED,0.002, 
SKNOA,SKIN ELEMENTS LIMITED ,0.001, 
SL1O,SYMBOL MINING LIMITED ,0.003, 
SMIO,SANTANA MINERALS LIMITED,0.001, 
SOPOA,SYNERTEC CORPORATION LIMITED,0.003, 
SP3O,SPECTUR LIMITED ,0.05, 
SPQO,SUPERIOR RESOURCES LIMITED,0.001, 
SRNOB,SUREFIRE RESOURCES NL ,0.001, 
SRYO,STORY-I LIMITED ,0.005, 
SRZO,STELLAR RESOURCES LIMITED ,0.002, 
ST1O,SPIRIT TELECOM LIMITED,0.028, 
STMO,SUNSTONE METALS LTD ,0.013, 
SUDOC,SUDA PHARMACEUTICALS LTD,0.001, 
SUDOD,SUDA PHARMACEUTICALS LTD,0.001, 
SUROA,SUN RESOURCES NL,0.001, 
SVLOB,SILVER MINES LIMITED,0.026, 
SYAOB,SAYONA MINING LIMITED ,0.002, 
TAOO,TAO COMMODITIES LTD ,0.01, 
TASOC,TASMAN RESOURCES LTD,0.012, 
TGMO,THETA GOLD MINES LIMITED,0.016, 
THCO,THC GLOBAL GROUP LIMITED,0.07, 
TMTO,TECHNOLOGY METALS AUSTRALIA LIMITED ,0.03, 
TNOO,TANDO RESOURCES LIMITED ,0.018, 
TONOD,TRITON MINERALS LTD ,0.013, 
TRLOC,TANGA RESOURCES LIMITED ,0.001, 
TRTO,TODD RIVER RESOURCES LIMITED,0.003, 
TTLO,TRANSCENDENCE TECHNOLOGIES LIMITED,0.002, 
TV2OA,TV2U INTERNATIONAL LIMITED,0.003, 
TYXOC,TYRANNA RESOURCES LIMITED ,0.001, 
VALOA,VALOR RESOURCES LIMITED ,0.001, 
VALOB,VALOR RESOURCES LIMITED ,0.001, 
VANOB,VANGO MINING LIMITED,0.05, 
VAROA,VARISCAN MINES LIMITED,0.001, 
VICOA,VICTORY MINES LIMITED ,0.001, 
VMCOA,VENUS METALS CORPORATION LIMITED,0.006, 
VMSOB,VENTURE MINERALS LIMITED,-, 
VN8O,VONEX LIMITED.. ,0.04, 
VPCOA,VPCL LTD,0.001, 
WBEO,WHITEBARK ENERGY LTD,0.001, 
WCNOD,WHITE CLIFF MINERALS LIMITED,0.001, 
WCNOE,WHITE CLIFF MINERALS LIMITED,0.001, 
WICOC,WESTOZ INVESTMENT COMPANY LIMITED ,0.005, 
WKTOA,WALKABOUT RESOURCES LTD ,0.28, 
WOAO,WIDE OPEN AGRICULTURE LTD ,-, 
XTDO,XTD LTD ,-, 
YPBOA,YPB GROUP LTD ,0.001, 
ZIPOB,ZIPTEL LIMITED,0.002, 
ZMIOC,ZINC OF IRELAND NL,0.001, 
ZYBOA,S&P/ASX 200 ,0.005, 
360,LIFE360 INC.,3.89, 
14D,1414 DEGREES LIMITED,0.295, 
1AD,ADALTA LIMITED,0.16, 
1AG,ALTERRA LIMITED ,0.042, 
1AL,ONEALL INTERNATIONAL LIMITED,0.84, 
1ST,1ST GROUP LIMITED ,0.068, 
2BE,TUBI LIMITED,0.27, 
3DP,POINTERRA LIMITED ,0.043, 
3PL,3P LEARNING LIMITED.. ,0.98, 
4CE,FORCE COMMODITIES LIMITED ,0.01, 
4DS,4DS MEMORY LIMITED,0.061, 
5GN,5G NETWORKS LIMITED ,1.655, 
88E,88 ENERGY LIMITED ,0.017, 
8CO,8COMMON LIMITED ,0.15, 
8EC,8IP EMERGING COMPANIES LIMITED,0.765, 
8IH,8I HOLDINGS LTD ,0.06, 
8VI,8VIC HOLDINGS LIMITED ,0.49, 
9SP,9 SPOKES INTERNATIONAL LIMITED,0.017, 
A1G,AFRICAN GOLD LTD. ,0.155, 
A1M,AIC MINES LIMITED ,0.38, 
A200,BETASHARES AUSTRALIA 200 ETF,111.85, 
A2B,A2B AUSTRALIA LIMITED ,1.765, 
A2M,THE A2 MILK COMPANY LIMITED ,13.85, 
A3D,AURORA LABS LIMITED ,0.32, 
A40,ALLIANCE MINERAL ASSETS LIMITED ,0.14, 
A4N,ALPHA HPA LIMITED ,0.115, 
AAA,BETASHARES AUSTRALIAN HIGH INTEREST CASH ETF,50.14, 
AAC,AUSTRALIAN AGRICULTURAL COMPANY LIMITED.,0.995, 
AAJ,ARUMA RESOURCES LIMITED ,0.003, 
AAP,AUSTRALIAN AGRICULTURAL PROJECTS LIMITED,0.015, 
AAR,ANGLO AUSTRALIAN RESOURCES NL ,0.061, 
AAU,ADCORP AUSTRALIA LIMITED,0.007, 
AB1,ANIMOCA BRANDS CORPORATION LIMITED,0.175, 
ABA,AUSWIDE BANK LTD,5.13, 
ABC,ADELAIDE BRIGHTON LIMITED ,4.04, 
ABL,ABILENE OIL AND GAS LIMITED ,0.002, 
ABP,ABACUS PROPERTY GROUP ,4.1, 
ABR,AMERICAN PACIFIC BORATE & LITHIUM LIMITED ,0.2, 
ABT,ABUNDANT PRODUCE LIMITED,0.065, 
ABV,ADVANCED BRAKING TECHNOLOGY LTD ,0.018, 
ABW,AURORA ABSOLUTE RETURN FUND ,0.19, 
ABX,AUSTRALIAN BAUXITE LIMITED. ,0.11, 
AC8,AUSCANN GROUP HOLDINGS LTD,0.335, 
ACB,A-CAP ENERGY LIMITED,0.031, 
ACDC,ETFS BATTERY TECH & LITHIUM ETF ,46.78, 
ACF,ACROW FORMWORK AND CONSTRUCTION SERVICES LIMITED,0.3, 
ACL,ALCHEMIA LIMITED,0.011, 
ACP,AUDALIA RESOURCES LIMITED ,0.008, 
ACQ,ACORN CAPITAL INVESTMENT FUND LIMITED ,1.02, 
ACR,ACRUX LIMITED ,0.185, 
ACS,ACCENT RESOURCES NL ,0.006, 
ACW,ACTINOGEN MEDICAL LIMITED ,0.01, 
AD1,APPLYDIRECT LIMITED ,0.012, 
AD8,AUDINATE GROUP LIMITED,7.99, 
ADA,ADACEL TECHNOLOGIES LIMITED ,0.595, 
ADD,ADAVALE RESOURCES LIMITED ,0.009, 
ADH,ADAIRS LIMITED,1.42, 
ADI,APN INDUSTRIA REIT,2.89, 
ADJ,ADSLOT LTD,0.028, 
ADN,ANDROMEDA METALS LIMITED,0.015, 
ADO,ANTEO DIAGNOSTICS LIMITED ,0.013, 
ADR,ADHERIUM LIMITED,0.029, 
ADT,ADRIATIC METALS PLC ,0.99, 
ADV,ARDIDEN LTD ,0.003, 
ADX,ADX ENERGY LTD,0.007, 
ADY,ADMIRALTY RESOURCES NL. ,0.009, 
AEB,AFFINITY ENERGY AND HEALTH LIMITED,0.009, 
AEE,AURA ENERGY LIMITED ,0.011, 
AEF,AUSTRALIAN ETHICAL INVESTMENT LIMITED ,1.77, 
AEG,ABSOLUTE EQUITY PERFORMANCE FUND LIMITED,0.875, 
AEI,AERIS ENVIRONMENTAL LTD ,0.31, 
AER,AEERIS LTD,0.12, 
AEV,AVENIRA LIMITED ,0.006, 
AFA,ASF GROUP LIMITED ,0.105, 
AFG,AUSTRALIAN FINANCE GROUP LTD,1.575, 
AFI,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED,6.25, 
AFL,AF LEGAL GROUP LTD,0.205, 
AFP,AFT PHARMACEUTICALS LIMITED ,2.91, 
AFR,AFRICAN ENERGY RESOURCES LIMITED,0.015, 
AFT,AFT CORPORATION LIMITED ,0.001, 
AGD,AUSTRAL GOLD LIMITED,0.062, 
AGE,ALLIGATOR ENERGY LIMITED,0.002, 
AGG,ANGLOGOLD ASHANTI LIMITED ,5.07, 
AGH,ALTHEA GROUP HOLDINGS LIMITED ,1.01, 
AGI,AINSWORTH GAME TECHNOLOGY LIMITED ,0.67, 
AGJ,AGRICULTURAL LAND TRUST ,0.035, 
AGL,AGL ENERGY LIMITED. ,20.01, 
AGM,AUSTRALIAN GOVERNANCE & ETHICAL INDEX FUND,1.93, 
AGR,AGUIA RESOURCES LIMITED ,0.115, 
AGS,ALLIANCE RESOURCES LIMITED,0.098, 
AGX1,ANTIPODES GLOBAL SHARES (QUOTED MANAGED FUND) ,5.28, 
AGY,ARGOSY MINERALS LIMITED ,0.075, 
AHF,AUSTRALIAN DAIRY NUTRITIONALS GROUP ,0.16, 
AHG,AUTOMOTIVE HOLDINGS GROUP LIMITED.,2.8, 
AHK,ARK MINES LIMITED ,0.013, 
AHL,AHALIFE HOLDINGS LIMITED,0.007, 
AHN,ATHENA RESOURCES LIMITED,0.025, 
AHQ,ALLEGIANCE COAL LIMITED ,0.073, 
AHX,APIAM ANIMAL HEALTH LIMITED ,0.52, 
AHY,ASALEO CARE LIMITED ,0.905, 
AHZ,ADMEDUS LTD ,0.06, 
AIA,AUCKLAND INTERNATIONAL AIRPORT LIMITED,9.32, 
AIB,AURORA GLOBAL INCOME TRUST,0.091, 
AIQ,ALTERNATIVE INVESTMENT TRUST,0.095, 
AIR,ASTIVITA LIMITED,1.25, 
AIS,AERIS RESOURCES LIMITED ,0.066, 
AIV,ACTIVEX LIMITED ,0.195, 
AIY,AUTHORISED INVESTMENT FUND LIMITED,0.03, 
AIZ,AIR NEW ZEALAND LIMITED ,2.59, 
AJC,ACACIA COAL LIMITED ,0.002, 
AJJ,ASIAN AMERICAN MEDICAL GROUP LIMITED,0.12, 
AJL,AJ LUCAS GROUP LIMITED,0.08, 
AJM,ALTURA MINING LIMITED ,0.115, 
AJQ,ARMOUR ENERGY LIMITED ,0.067, 
AJX,ALEXIUM INTERNATIONAL GROUP LIMITED ,0.155, 
AJY,ASAPLUS RESOURCES LIMITED ,0.12, 
AKG,ACADEMIES AUSTRALASIA GROUP LIMITED ,0.43, 
AKM,ASPIRE MINING LIMITED ,0.016, 
AKN,AUKING MINING LIMITED ,0.001, 
AKP,AUDIO PIXELS HOLDINGS LIMITED ,16.4, 
AL8,ALDERAN RESOURCES LIMITED ,0.044, 
ALC,ALCIDION GROUP LIMITED,0.125, 
ALF,AUSTRALIAN LEADERS FUND LIMITED ,0.91, 
ALG,ARDENT LEISURE GROUP LIMITED,1.05, 
ALI,ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED ,2.26, 
ALK,ALKANE RESOURCES LIMITED,0.455, 
ALL,ARISTOCRAT LEISURE LIMITED,30.72, 
ALQ,ALS LIMITED ,7.34, 
ALT,ANALYTICA LIMITED ,0.004, 
ALU,ALTIUM LIMITED,34.2, 
ALX,ATLAS ARTERIA ,7.84, 
ALY,ALCHEMY RESOURCES LIMITED ,0.011, 
AMA,AMA GROUP LIMITED ,1.43, 
AMB,AMBITION GROUP LIMITED,0.08, 
AMC,AMCOR PLC ,16.19, 
AMD,ARROW MINERALS LTD,0.011, 
AME,ALTO METALS LIMITED ,0.033, 
AMENA,ALTO METALS LIMITED ,-, 
AMG,AUSMEX MINING GROUP LIMITED ,0.115, 
AMH,AMCIL LIMITED ,0.875, 
AMI,AURELIA METALS LIMITED,0.495, 
AML,AEON METALS LIMITED.,0.22, 
AMN,AGRIMIN LIMITED ,0.505, 
AMO,AMBERTECH LIMITED ,0.1, 
AMP,AMP LIMITED ,2.12, 
AMPPA,AMP LIMITED ,104.86, 
AMS,ATOMOS LIMITED,1.03, 
AMT,ALLEGRA ORTHOPAEDICS LIMITED,0.09, 
ANG,AUSTIN ENGINEERING LIMITED,0.18, 
ANL,AMANI GOLD LIMITED,0.002, 
ANN,ANSELL LIMITED,26.85, 
ANO,ADVANCE NANOTEK LIMITED ,6.72, 
ANP,ANTISENSE THERAPEUTICS LIMITED,0.045, 
ANQ,ANAECO LIMITED,0.003, 
ANR,ANATARA LIFESCIENCES LTD,0.255, 
ANS,AUSTSINO RESOURCES GROUP LIMITED,0.017, 
ANW,AUS TIN MINING LTD,0.009, 
ANZ,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,28.21, 
ANZPD,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,103.92, 
ANZPE,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,103.3, 
ANZPF,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,104.73, 
ANZPG,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,107.9, 
ANZPH,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,105.249, 
AO1,ASSETOWL LIMITED,0.007, 
AOA,AUSMON RESOURCES LIMITED,0.004, 
AOF,AUSTRALIAN UNITY OFFICE FUND,2.94, 
AOG,AVEO GROUP,1.88, 
AOK,AUSTEX OIL LIMITED,0.017, 
AON,APOLLO MINERALS LIMITED ,0.076, 
AOP,APOLLO CONSOLIDATED LIMITED ,0.235, 
AOU,AUROCH MINERALS LTD ,0.053, 
AOW,AMERICAN PATRIOT OIL & GAS LIMITED,0.021, 
APA,APA GROUP ,10.8, 
APC,AUSTRALIAN POTASH LIMITED ,0.095, 
APD,APN PROPERTY GROUP LIMITED,0.5, 
APE,AP EAGERS LIMITED ,9.8, 
APG,AUSTPAC RESOURCES NL,0.001, 
API,AUSTRALIAN PHARMACEUTICAL INDUSTRIES LIMITED,1.32, 
APL,ANTIPODES GLOBAL INVESTMENT COMPANY LTD ,0.93, 
APT,AFTERPAY TOUCH GROUP LIMITED,25.07, 
APW,AIMS PROPERTY SECURITIES FUND ,1.41, 
APX,APPEN LIMITED ,27.99, 
APZ,ASPEN GROUP ,1.055, 
AQC,AUSTRALIAN PACIFIC COAL LIMITED ,0.52, 
AQD,AUSQUEST LIMITED,0.014, 
AQG,ALACER GOLD CORP. ,4.82, 
AQI,ALICANTO MINERALS LIMITED ,0.041, 
AQR,APN CONVENIENCE RETAIL REIT ,3.12, 
AQS,AQUIS ENTERTAINMENT LIMITED ,0.027, 
AQX,ALICE QUEEN LIMITED ,0.013, 
AQZ,ALLIANCE AVIATION SERVICES LIMITED,2.58, 
AR9,ARCHTIS LIMITED ,0.095, 
ARA,ARIADNE AUSTRALIA LIMITED ,0.625, 
ARB,ARB CORPORATION LIMITED.,18.2, 
ARC,AUSTRALIAN RURAL CAPITAL LIMITED,0.36, 
ARD,ARGENT MINERALS LIMITED ,0.012, 
ARE,ARGONAUT RESOURCES NL ,0.005, 
ARF,ARENA REIT. ,2.74, 
ARG,ARGO INVESTMENTS LIMITED,8.12, 
ARL,ARDEA RESOURCES LIMITED ,0.375, 
ARM,AURORA MINERALS LIMITED ,0.011, 
ARN,ALDORO RESOURCES LIMITED,0.14, 
ARO,ASTRO RESOURCES NL,0.002, 
ARQ,ARQ GROUP LIMITED ,0.7, 
ARS,ALT RESOURCES LIMITED ,0.017, 
ARU,ARAFURA RESOURCES LIMITED ,0.105, 
ARV,ARTEMIS RESOURCES LIMITED ,0.032, 
AS1,ANGEL SEAFOOD HOLDINGS LTD,0.195, 
ASB,AUSTAL LIMITED,3.41, 
ASG,AUTOSPORTS GROUP LIMITED. ,1.255, 
ASH,ASHLEY SERVICES GROUP LIMITED ,0.26, 
ASIA,BETASHARES ASIA TECHNOLOGY TIGERS ETF ,5.91, 
ASL,AUSDRILL LIMITED,1.825, 
ASN,ANSON RESOURCES LIMITED ,0.046, 
ASP,ASPERMONT LIMITED.,0.012, 
AST,AUSNET SERVICES LIMITED ,1.875, 
ASW,ADVANCED SHARE REGISTRY LIMITED ,0.7, 
ASX,ASX LIMITED ,82.37, 
ATA,ATC ALLOYS LTD,0.025, 
ATC,ALTECH CHEMICALS LTD,0.097, 
ATH,ALTERITY THERAPEUTICS LIMITED ,0.029, 
ATL,APOLLO TOURISM & LEISURE LTD,0.365, 
ATM,ANEKA TAMBANG (PERSERO) TBK (PT),1.01, 
ATP,ATLAS PEARLS LTD,0.008, 
ATR,ASTRON CORPORATION LIMITED,0.2, 
ATS,AUSTRALIS OIL & GAS LIMITED ,0.26, 
ATU,ATRUM COAL LIMITED,0.345, 
ATX,AMPLIA THERAPEUTICS LIMITED ,0.097, 
AU1,THE AGENCY GROUP AUSTRALIA LTD,0.071, 
AU8,AUMAKE INTERNATIONAL LIMITED,0.14, 
AUB,AUB GROUP LIMITED ,10.44, 
AUC,AUSGOLD LIMITED ,0.014, 
AUDS,BETASHARES STRONG AUSTRALIAN DOLLAR FUND (HEDGE FUND) ,12.05, 
AUH,AUSTCHINA HOLDINGS LIMITED,0.003, 
AUI,AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED,9.08, 
AUL,AUSTAR GOLD LIMITED ,0.004, 
AUMF,ISHARES EDGE MSCI AUSTRALIA MULTIFACTOR ETF ,30.44, 
AUP,AURORA PROPERTY BUY-WRITE INCOME TRUST,1.75, 
AUQ,ALARA RESOURCES LIMITED ,0.024, 
AUR,AURIS MINERALS LIMITED,0.015, 
AUST,BETASHARES MANAGED RISK AUSTRALIAN SHARE FUND ,17.32, 
AUT,AUTECO MINERALS LTD ,0.005, 
AUZ,AUSTRALIAN MINES LIMITED,0.021, 
AV1,ADVERITAS LIMITED ,0.125, 
AVA,AVA RISK GROUP LIMITED,0.15, 
AVC,AUCTUS ALTERNATIVE INVESTMENTS LIMITED,0.32, 
AVE,AVECHO BIOTECHNOLOGY LIMITED,0.003, 
AVG,AUSTRALIAN VINTAGE LTD,0.482, 
AVH,AVITA MEDICAL LTD ,0.42, 
AVJ,AVJENNINGS LIMITED,0.54, 
AVL,AUSTRALIAN VANADIUM LIMITED ,0.013, 
AVN,AVENTUS GROUP ,2.29, 
AVQ,AXIOM MINING LIMITED,0.025, 
AVW,AVIRA RESOURCES LTD ,0.003, 
AVZ,AVZ MINERALS LIMITED,0.051, 
AWC,ALUMINA LIMITED ,2.33, 
AWN,AROWANA INTERNATIONAL LIMITED ,0.165, 
