AER,AEERIS LTD,0.125, 
AEV,AVENIRA LIMITED ,0.007, 
AFA,ASF GROUP LIMITED ,0.048, 
AFG,AUSTRALIAN FINANCE GROUP LTD,2.85, 
AFI,AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED,7.82, 
AFL,AF LEGAL GROUP LTD,0.575, 
AFP,AFT PHARMACEUTICALS LIMITED ,4.2, 
AFR,AFRICAN ENERGY RESOURCES LIMITED,0.021, 
AFW,APPLYFLOW LIMITED ,0.006, 
AGC,AUSTRALIAN GOLD AND COPPER LTD,0.14, 
AGD,AUSTRAL GOLD LIMITED,0.145, 
AGE,ALLIGATOR ENERGY LIMITED,0.036, 
AGG,ANGLOGOLD ASHANTI LIMITED ,4.83, 
AGH,ALTHEA GROUP HOLDINGS LIMITED ,0.305, 
AGI,AINSWORTH GAME TECHNOLOGY LIMITED ,1.235, 
AGL,AGL ENERGY LIMITED. ,8.2, 
AGN,ARGENICA THERAPEUTICS LIMITED ,0.2, 
AGR,AGUIA RESOURCES LIMITED ,0.076, 
AGS,ALLIANCE RESOURCES LIMITED,0.15, 
AGY,ARGOSY MINERALS LIMITED ,0.099, 
AHC,AUSTCO HEALTHCARE LIMITED ,0.125, 
AHI,ADVANCED HUMAN IMAGING LTD,1.315, 
AHK,ARK MINES LIMITED ,0.034, 
AHN,ATHENA RESOURCES LIMITED,0.02, 
AHQ,ALLEGIANCE COAL LIMITED ,0.71, 
AHX,APIAM ANIMAL HEALTH LIMITED ,0.96, 
AHY,ASALEO CARE LIMITED ,1.415, 
AIA,AUCKLAND INTERNATIONAL AIRPORT LIMITED,6.76, 
AIM,ACCESS INNOVATION HOLDINGS LIMITED,0.865, 
AIR,ASTIVITA LIMITED,0.9, 
AIS,AERIS RESOURCES LIMITED ,0.195, 
AIV,ACTIVEX LIMITED ,0.17, 
AIY,AUTHORISED INVESTMENT FUND LIMITED,0.03, 
AIZ,AIR NEW ZEALAND LIMITED ,1.435, 
AJJ,ASIAN AMERICAN MEDICAL GROUP LIMITED,0.034, 
AJL,AJ LUCAS GROUP LIMITED,0.026, 
AJM,ALTURA MINING LIMITED ,0.07, 
AJQ,ARMOUR ENERGY LIMITED ,0.026, 
AJX,ALEXIUM INTERNATIONAL GROUP LIMITED ,0.049, 
AJY,ASAPLUS RESOURCES LIMITED ,0.06, 
AKG,ACADEMIES AUSTRALASIA GROUP LIMITED ,0.245, 
AKM,ASPIRE MINING LIMITED ,0.073, 
AKN,AUKING MINING LIMITED ,0.145, 
AKO,AKORA RESOURCES LIMITED ,0.25, 
AKP,AUDIO PIXELS HOLDINGS LIMITED ,26.1, 
AL3,AML3D LIMITED ,0.205, 
AL8,ALDERAN RESOURCES LIMITED ,0.042, 
ALB,ALBION RESOURCES LIMITED,0.185, 
ALC,ALCIDION GROUP LIMITED,0.4, 
ALD,AMPOL LIMITED ,28.21, 
ALG,ARDENT LEISURE GROUP LIMITED,0.98, 
ALI,ARGO GLOBAL LISTED INFRASTRUCTURE LIMITED ,2.18, 
ALK,ALKANE RESOURCES LIMITED,1.15, 
ALL,ARISTOCRAT LEISURE LIMITED,43.09, 
ALQ,ALS LIMITED ,13.04, 
ALT,ANALYTICA LIMITED ,0.002, 
ALU,ALTIUM LIMITED,36.69, 
ALX,ATLAS ARTERIA ,6.37, 
ALY,ALCHEMY RESOURCES LIMITED ,0.014, 
AM7,ARCADIA MINERALS LIMITED,0.185, 
AMA,AMA GROUP LIMITED ,0.575, 
AMC,AMCOR PLC ,15.13, 
AMD,ARROW MINERALS LTD,0.005, 
AME,ALTO METALS LIMITED ,0.093, 
AMH,AMCIL LIMITED ,1.22, 
AMI,AURELIA METALS LIMITED,0.41, 
AML,AEON METALS LIMITED.,0.072, 
AMN,AGRIMIN LIMITED ,0.495, 
AMO,AMBERTECH LIMITED ,0.225, 
AMP,AMP LIMITED ,1.125, 
AMS,ATOMOS LIMITED,1.07, 
AMT,ALLEGRA ORTHOPAEDICS LIMITED,0.2, 
AMX,AEROMETREX LIMITED,0.67, 
AND,ANSARADA GROUP LIMITED,1.13, 
ANG,AUSTIN ENGINEERING LIMITED,0.14, 
ANL,AMANI GOLD LIMITED,0.001, 
ANN,ANSELL LIMITED,43.51, 
ANO,ADVANCE NANOTEK LIMITED ,3.7, 
ANONC,ADVANCE NANOTEK LIMITED ,-, 
ANP,ANTISENSE THERAPEUTICS LIMITED,0.195, 
ANR,ANATARA LIFESCIENCES LTD,0.155, 
ANW,AUS TIN MINING LTD,0.001, 
ANX,ANAX METALS LIMITED ,0.076, 
ANZ,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED ,28.15, 
AO1,ASSETOWL LIMITED,0.006, 
AOA,AUSMON RESOURCES LIMITED,0.005, 
AON,APOLLO MINERALS LIMITED ,0.089, 
AOP,APOLLO CONSOLIDATED LIMITED ,0.3, 
AOU,AUROCH MINERALS LTD ,0.18, 
APC,AUSTRALIAN POTASH LIMITED ,0.14, 
APE,EAGERS AUTOMOTIVE LIMITED ,16.56, 
APG,AUSTPAC RESOURCES NL,0.002, 
APH,AUSTRALIAN PRIMARY HEMP LIMITED ,0.34, 
API,AUSTRALIAN PHARMACEUTICAL INDUSTRIES LIMITED,1.115, 
APL,ANTIPODES GLOBAL INVESTMENT COMPANY LTD ,1.12, 
APT,AFTERPAY LIMITED,118.17, 
APV,APPSVILLAGE AUSTRALIA LIMITED ,0.056, 
APX,APPEN LIMITED ,13.6, 
AQC,AUSTRALIAN PACIFIC COAL LIMITED ,0.18, 
AQD,AUSQUEST LIMITED,0.022, 
AQI,ALICANTO MINERALS LIMITED ,0.135, 
AQS,AQUIS ENTERTAINMENT LIMITED ,0.23, 
AQX,ALICE QUEEN LIMITED ,0.012, 
AQZ,ALLIANCE AVIATION SERVICES LIMITED,4.55, 
AR9,ARCHTIS LIMITED ,0.235, 
ARA,ARIADNE AUSTRALIA LIMITED ,0.55, 
ARB,ARB CORPORATION LIMITED.,43.19, 
ARC,AUSTRALIAN RURAL CAPITAL LIMITED,0.26, 
ARD,ARGENT MINERALS LIMITED ,0.04, 
ARE,ARGONAUT RESOURCES NL ,0.006, 
ARG,ARGO INVESTMENTS LIMITED,8.93, 
ARL,ARDEA RESOURCES LIMITED ,0.55, 
ARN,ALDORO RESOURCES LIMITED,0.305, 
ARO,ASTRO RESOURCES NL,0.005, 
ARR,AMERICAN RARE EARTHS LIMITED,0.079, 
ART,AIRTASKER LIMITED ,1.1, 
ARU,ARAFURA RESOURCES LIMITED ,0.125, 
ARV,ARTEMIS RESOURCES LIMITED ,0.052, 
ARX,AROA BIOSURGERY LIMITED ,1.12, 
AS1,ANGEL SEAFOOD HOLDINGS LTD,0.145, 
ASB,AUSTAL LIMITED,2.05, 
ASG,AUTOSPORTS GROUP LIMITED. ,2.55, 
ASH,ASHLEY SERVICES GROUP LIMITED ,0.46, 
ASM,AUSTRALIAN STRATEGIC MATERIALS LIMITED,7.8, 
ASN,ANSON RESOURCES LIMITED ,0.063, 
ASO,ASTON MINERALS LIMITED,0.155, 
ASP,ASPERMONT LIMITED.,0.029, 
ASQ,AUSTRALIAN SILICA QUARTZ GROUP LTD,0.105, 
AST,AUSNET SERVICES LIMITED ,1.75, 
ASW,ADVANCED SHARE REGISTRY LIMITED ,0.93, 
ASX,ASX LIMITED ,77.71, 
AT1,ATOMO DIAGNOSTICS LIMITED ,0.185, 
ATC,ALTECH CHEMICALS LTD,0.043, 
ATH,ALTERITY THERAPEUTICS LIMITED ,0.028, 
ATL,APOLLO TOURISM & LEISURE LTD,0.39, 
ATM,ANEKA TAMBANG (PERSERO) TBK (PT),1, 
ATP,ATLAS PEARLS LTD,0.015, 
ATR,ASTRON CORPORATION LIMITED,0.58, 
ATS,AUSTRALIS OIL & GAS LIMITED ,0.046, 
ATU,ATRUM COAL LIMITED,0.029, 
ATX,AMPLIA THERAPEUTICS LIMITED ,0.23, 
AU1,THE AGENCY GROUP AUSTRALIA LTD,0.05, 
AUA,AUDEARA LIMITED ,0.105, 
AUB,AUB GROUP LIMITED ,22.39, 
AUC,AUSGOLD LIMITED ,0.043, 
AUH,AUSTCHINA HOLDINGS LIMITED,0.012, 
AUI,AUSTRALIAN UNITED INVESTMENT COMPANY LIMITED,10.16, 
AUK,AUMAKE LIMITED. ,0.027, 
AUL,AUSTAR GOLD LIMITED ,0.315, 
AUN,AURUMIN LIMITED ,0.185, 
AUQ,ALARA RESOURCES LIMITED ,0.014, 
AUR,AURIS MINERALS LIMITED,0.048, 
AUT,AUTECO MINERALS LTD ,0.08, 
AUZ,AUSTRALIAN MINES LIMITED,0.022, 
AV1,ADVERITAS LIMITED ,0.096, 
AVA,AVA RISK GROUP LIMITED,0.38, 
AVC,AUCTUS INVESTMENT GROUP LIMITED ,1.09, 
AVE,AVECHO BIOTECHNOLOGY LIMITED,0.017, 
AVG,AUSTRALIAN VINTAGE LTD,0.8, 
AVH,AVITA MEDICAL INC.,5.23, 
AVJ,AVJENNINGS LIMITED,0.63, 
AVL,AUSTRALIAN VANADIUM LIMITED ,0.019, 
AVR,ANTERIS TECHNOLOGIES LTD,6.8, 
AVW,AVIRA RESOURCES LTD ,0.005, 
AVZ,AVZ MINERALS LIMITED,0.16, 
AWC,ALUMINA LIMITED ,1.645, 
AWJ,AURIC MINING LIMITED,0.14, 
AWN,AWN HOLDINGS LIMITED,0.85, 
AWV,ANOVA METALS LIMITED,0.02, 
AX1,ACCENT GROUP LIMITED,2.79, 
AX8,ACCELERATE RESOURCES LIMITED,0.031, 
AXE,ARCHER MATERIALS LIMITED,0.95, 
AXI,AXIOM PROPERTIES LIMITED,0.066, 
AXT,ARGO EXPLORATION LIMITED,0.014, 
AYI,A1 INVESTMENTS & RESOURCES LTD,0.001, 
AYM,AUSTRALIA UNITED MINING LIMITED ,0.009, 
AZI,ALTA ZINC LIMITED ,0.069, 
AZJ,AURIZON HOLDINGS LIMITED,3.72, 
AZS,AZURE MINERALS LIMITED,0.23, 
AZY,ANTIPA MINERALS LIMITED ,0.041, 
BAP,BAPCOR LIMITED,8.5, 
BAR,BARRA RESOURCES LIMITED ,0.018, 
BAS,BASS OIL LIMITED,0.003, 
BAT,BATTERY MINERALS LIMITED,0.016, 
BBC,BNK BANKING CORPORATION LIMITED ,0.735, 
BBL,BRISBANE BRONCOS LIMITED,0.47, 
BBN,BABY BUNTING GROUP LIMITED,5.62, 
BBX,BBX MINERALS LIMITED,0.245, 
BC8,BLACK CAT SYNDICATE LIMITED ,0.62, 
BCA,BLACK CANYON LIMITED,0.245, 
BCB,BOWEN COKING COAL LIMITED ,0.07, 
BCC,BEAM COMMUNICATIONS HOLDINGS LIMITED,0.235, 
BCI,BCI MINERALS LIMITED,0.545, 
BCK,BROCKMAN MINING LIMITED ,0.044, 
BCN,BEACON MINERALS LIMITED ,0.035, 
BCT,BLUECHIIP LIMITED ,0.041, 
BD1,BARD1 LIFE SCIENCES LIMITED ,1.88, 
BDA,BOD AUSTRALIA LIMITED ,0.335, 
BDC,BARDOC GOLD LIMITED ,0.069, 
BDG,BLACK DRAGON GOLD CORP. ,0.08, 
BDM,BURGUNDY DIAMOND MINES LIMITED,0.29, 
BEE,BROO LTD,0.015, 
BEL,BENTLEY CAPITAL LIMITED ,0.096, 
BEM,BLACKEARTH MINERALS NL,0.094, 
BEN,BENDIGO AND ADELAIDE BANK LIMITED ,10.49, 
BET,BETMAKERS TECHNOLOGY GROUP LTD,1.07, 
BEX,BIKEEXCHANGE LIMITED,0.233, 
BFC,BESTON GLOBAL FOOD COMPANY LIMITED,0.135, 
BFG,BELL FINANCIAL GROUP LIMITED,1.785, 
BFL,BSP FINANCIAL GROUP LIMITED ,-, 
BGA,BEGA CHEESE LIMITED ,5.89, 
BGD,BARTON GOLD HOLDINGS LIMITED,0.2, 
BGL,BELLEVUE GOLD LIMITED ,0.95, 
BGP,BRISCOE GROUP AUSTRALASIA LIMITED ,4.05, 
BGT,BIO-GENE TECHNOLOGY LTD ,0.17, 
BHD,BENJAMIN HORNIGOLD LIMITED,0.31, 
BHL,BOYUAN HOLDINGS LIMITED ,0.11, 
BHP,BHP GROUP LIMITED ,48.57, 
BID,BILL IDENTITY LIMITED ,0.52, 
BIN,BINGO INDUSTRIES LIMITED,3.43, 
BIQ,"BUILDINGIQ, INC ",0.016, 
BIR,BIR FINANCIAL LIMITED ,0.029, 
BIS,BISALLOY STEEL GROUP LIMITED,1.2, 
BIT,BIOTRON LIMITED ,0.047, 
BKG,BOOKTOPIA GROUP LIMITED ,2.64, 
BKI,BKI INVESTMENT COMPANY LIMITED,1.62, 
BKL,BLACKMORES LIMITED,73.47, 
BKT,BLACK ROCK MINING LIMITED ,0.14, 
BKW,BRICKWORKS LIMITED,25.07, 
BKY,BERKELEY ENERGIA LIMITED,0.56, 
BLD,BORAL LIMITED.,7.35, 
BLG,BLUGLASS LIMITED,0.03, 
BLU,BLUE ENERGY LIMITED.,0.064, 
BLX,BEACON LIGHTING GROUP LIMITED ,1.9, 
BLY,BOART LONGYEAR LIMITED,0.31, 
BLZ,BLAZE INTERNATIONAL LIMITED ,0.035, 
BMG,BMG RESOURCES LIMITED ,0.049, 
BMH,BAUMART HOLDINGS LIMITED,0.2, 
BML,BOAB METALS LIMITED ,0.425, 
BMN,BANNERMAN RESOURCES LIMITED ,0.165, 
BMO,BASTION MINERALS LIMITED,0.18, 
BNL,BLUE STAR HELIUM LIMITED,0.033, 
BNO,BIONOMICS LIMITED ,0.19, 
BNR,BULLETIN RESOURCES LIMITED,0.068, 
BNZ,BENZ MINING CORP. ,0.8, 
BOA,BOADICEA RESOURCES LIMITED,0.205, 
BOC,BOUGAINVILLE COPPER LIMITED ,0.6, 
BOE,BOSS ENERGY LTD ,0.18, 
BOL,BOOM LOGISTICS LIMITED,0.14, 
BOQ,BANK OF QUEENSLAND LIMITED. ,9.11, 
BOT,BOTANIX PHARMACEUTICALS LTD ,0.08, 
BPH,BPH ENERGY LTD,0.071, 
BPM,BPM MINERALS LIMITED,0.35, 
BPP,BABYLON PUMP & POWER LIMITED,0.017, 
BPT,BEACH ENERGY LIMITED,1.24, 
BRB,BREAKER RESOURCES NL,0.155, 
BRG,BREVILLE GROUP LIMITED,29.91, 
BRI,BIG RIVER INDUSTRIES LIMITED,2.2, 
BRK,BROOKSIDE ENERGY LIMITED,0.023, 
BRL,BATHURST RESOURCES LIMITED. ,0.455, 
BRN,BRAINCHIP HOLDINGS LTD,0.49, 
BRU,BURU ENERGY LIMITED ,0.15, 
BRV,BIG RIVER GOLD LTD,0.395, 
BSA,BSA LIMITED ,0.325, 
BSE,BASE RESOURCES LIMITED,0.3, 
BSL,BLUESCOPE STEEL LIMITED ,21.96, 
BSM,BASS METALS LTD ,0.005, 
BSR,BASSARI RESOURCES LIMITED ,0.013, 
BSX,BLACKSTONE MINERALS LIMITED ,0.355, 
BTC,BTC HEALTH LTD,0.074, 
BTH,BIGTINCAN HOLDINGS LIMITED,1.135, 
BTI,BAILADOR TECHNOLOGY INVESTMENTS LIMITED ,1.33, 
BTR,BRIGHTSTAR RESOURCES LIMITED,0.031, 
BUB,BUBS AUSTRALIA LIMITED,0.435, 
BUD,BUDDY TECHNOLOGIES LTD,0.043, 
BUX,BUXTON RESOURCES LIMITED,0.135, 
BUY,BOUNTY OIL & GAS NL ,0.016, 
BVS,BRAVURA SOLUTIONS LIMITED.,3.51, 
BWF,BLACKWALL LIMITED ,0.56, 
BWX,BWX LIMITED ,5.44, 
BXB,BRAMBLES LIMITED,11.44, 
BXN,BIOXYNE LIMITED ,0.028, 
BYE,BYRON ENERGY LIMITED,0.1, 
BYH,BRYAH RESOURCES LIMITED ,0.059, 
BYI,BEYOND INTERNATIONAL LIMITED,0.7, 
C6C,COPPER MOUNTAIN MINING CORPORATION,3.86, 
CAA,CAPRAL LIMITED,7.32, 
CAD,CAENEUS MINERALS LTD,0.01, 
CAE,CANNINDAH RESOURCES LIMITED ,0.056, 
CAF,CENTREPOINT ALLIANCE LIMITED,0.22, 
CAG,CAPE RANGE LTD,0.2, 
CAI,CALIDUS RESOURCES LIMITED ,0.465, 
CAJ,CAPITOL HEALTH LIMITED,0.37, 
CAM,CLIME CAPITAL LIMITED ,0.955, 
CAN,CANN GROUP LIMITED,0.34, 
CAP,CARPENTARIA RESOURCES LTD ,0.18, 
CAQ,CAQ HOLDINGS LIMITED,0.018, 
CAR,CARSALES.COM LIMITED. ,19.76, 
CAT,CATAPULT GROUP INTERNATIONAL LTD,2, 
CAU,CRONOS AUSTRALIA LIMITED,0.105, 
CAV,CARNAVALE RESOURCES LIMITED ,0.006, 
CAY,CANYON RESOURCES LIMITED,0.12, 
CAZ,CAZALY RESOURCES LIMITED,0.049, 
CBA,COMMONWEALTH BANK OF AUSTRALIA. ,99.87, 
CBE,COBRE LIMITED ,0.16, 
CBL,CONTROL BIONICS LIMITED ,0.695, 
CBR,CARBON REVOLUTION LIMITED ,1.11, 
CBY,CANTERBURY RESOURCES LIMITED,0.092, 
CCA,CHANGE FINANCIAL LIMITED,0.11, 
CCE,CARNEGIE CLEAN ENERGY LIMITED ,0.002, 
CCG,COMMS GROUP LTD ,0.069, 
CCJ,COUNTY INTERNATIONAL LIMITED,-, 
CCP,CREDIT CORP GROUP LIMITED ,29.73, 
CCR,CREDIT CLEAR LIMITED,0.575, 
CCV,CASH CONVERTERS INTERNATIONAL ,0.22, 
CCX,CITY CHIC COLLECTIVE LIMITED,5.49, 
CCZ,CASTILLO COPPER LIMITED ,0.038, 
CDA,CODAN LIMITED ,18.03, 
CDD,CARDNO LIMITED,0.97, 
CDH,CHONGHERR INVESTMENTS LTD ,0.002, 
CDM,CADENCE CAPITAL LIMITED ,1.07, 
CDR,CODRUS MINERALS LIMITED ,0.2, 
CDT,CASTLE MINERALS LIMITED ,0.014, 
CDX,CARDIEX LIMITED ,0.071, 
CDY,CELLMID LIMITED ,0.06, 
CE1,CALIMA ENERGY LIMITED ,0.011, 
CEL,CHALLENGER EXPLORATION LIMITED,0.22, 
CEN,CONTACT ENERGY LIMITED,7.79, 
CF1,COMPLII FINTECH SOLUTIONS LTD ,0.06, 
CFO,CFOAM LIMITED ,0.016, 
CG1,CARBONXT GROUP LIMITED,0.13, 
CGA,CONTANGO ASSET MANAGEMENT LIMITED ,0.995, 
CGB,CANN GLOBAL LIMITED ,0.005, 
CGC,COSTA GROUP HOLDINGS LIMITED,3.31, 
CGF,CHALLENGER LIMITED,5.41, 
CGM,COUGAR METALS NL,0.001, 
CGN,CRATER GOLD MINING LIMITED,0.016, 
CGO,CPT GLOBAL LIMITED,0.5, 
CGS,COGSTATE LTD,1.36, 
CHK,COHIBA MINERALS LIMITED ,0.016, 
CHL,CAMPLIFY HOLDINGS LIMITED ,1.32, 
CHM,CHIMERIC THERAPEUTICS LIMITED ,0.29, 
CHN,CHALICE MINING LIMITED,7.42, 
CHZ,CHESSER RESOURCES LIMITED ,0.13, 
CI1,CREDIT INTELLIGENCE LTD ,0.016, 
CIA,CHAMPION IRON LIMITED ,6.38, 
CIE,CONTANGO INCOME GENERATORLIMITED,0.62, 
CII,CI RESOURCES LIMITED,1.2, 
CIM,CIMIC GROUP LIMITED ,19.78, 
CIN,CARLTON INVESTMENTS LIMITED ,30.01, 
CIO,CONNECTED IO LIMITED,0.005, 
CIW,CLIME INVESTMENT MANAGEMENT LTD ,0.61, 
CKA,COKAL LIMITED ,0.06, 
CKF,COLLINS FOODS LIMITED ,11.47, 
CL1,CLASS LIMITED ,1.655, 
CL8,CARLY HOLDINGS LIMITED,0.064, 
CLA,CELSIUS RESOURCES LIMITED.,0.034, 
CLB,CANDY CLUB HOLDINGS LIMITED ,0.145, 
CLE,CYCLONE METALS LIMITED,0.009, 
CLH,COLLECTION HOUSE LIMITED,0.15, 
CLI,CROPLOGIC LIMITED ,0.031, 
CLT,CELLNET GROUP LIMITED ,0.053, 
CLU,CLUEY LTD ,1.15, 
CLV,CLOVER CORPORATION LIMITED,1.82, 
CLX,CTI LOGISTICS LIMITED ,0.915, 
CLZ,CLASSIC MINERALS LTD,0.002, 
CM8,CROWD MEDIA HOLDINGS LIMITED,0.021, 
CMC,CHINA MAGNESIUM CORPORATION LIMITED ,0.011, 
CMD,CASSIUS MINING LIMITED,0.017, 
CML,CHASE MINING CORPORATION LIMITED,0.017, 
CMM,CAPRICORN METALS LTD,1.9, 
CMP,COMPUMEDICS LIMITED ,0.395, 
CNB,CARNABY RESOURCES LIMITED ,0.345, 
CNJ,CONICO LTD,0.028, 
CNL,CELAMIN HOLDINGS LIMITED,0.066, 
CNU,CHORUS LIMITED,5.93, 
CNW,CIRRUS NETWORKS HOLDINGS LIMITED,0.028, 
COB,COBALT BLUE HOLDINGS LIMITED,0.27, 
COD,CODA MINERALS LTD ,1.245, 
COE,COOPER ENERGY LIMITED ,0.26, 
COG,COG FINANCIAL SERVICES LIMITED,0.135, 
COH,COCHLEAR LIMITED,251.67, 
COI,COMET RIDGE LIMITED ,0.062, 
COL,COLES GROUP LIMITED.,17.09, 
COO,CORUM GROUP LIMITED ,0.087, 
COS,COSOL LIMITED ,0.63, 
COY,COPPERMOLY LIMITED,0.01, 
CPH,CRESO PHARMA LIMITED,0.14, 
CPN,CASPIN RESOURCES LIMITED,1.66, 
CPT,CIPHERPOINT LIMITED ,0.032, 
CPU,COMPUTERSHARE LIMITED.,16.9, 
CPV,CLEARVUE TECHNOLOGIES LIMITED ,0.44, 
CR1,CONSTELLATION RESOURCES LIMITED ,0.36, 
CR9,CORELLA RESOURCES LTD ,0.045, 
CRB,CARBINE RESOURCES LIMITED ,-, 
CRL,COMET RESOURCES LIMITED ,0.016, 
CRM,CARBON MINERALS LIMITED ,0.25, 
CRN,CORONADO GLOBAL RESOURCES INC.,0.84, 
CRO,CIRRALTO LIMITED,0.049, 
CRR,CRITICAL RESOURCES LIMITED,0.028, 
CRS,CAPRICE RESOURCES LTD ,0.205, 
CRW,CASHREWARDS LIMITED ,0.72, 
CSE,COPPER STRIKE LIMITED ,0.087, 
CSL,CSL LIMITED ,285.19, 
CSR,CSR LIMITED ,5.76, 
CSS,CLEAN SEAS SEAFOOD LIMITED,0.525, 
CST,CASTILE RESOURCES LTD ,0.22, 
CSX,CLEANSPACE HOLDINGS LIMITED ,1.54, 
CT1,CONSTELLATION TECHNOLOGIES LIMITED,0.016, 
CTD,CORPORATE TRAVEL MANAGEMENT LIMITED ,21.49, 
CTE,CRYOSITE LIMITED,0.4, 
CTM,CENTAURUS METALS LIMITED,0.75, 
CTO,CITIGOLD CORPORATION LIMITED,0.011, 
CTP,CENTRAL PETROLEUM LIMITED ,0.118, 
CTT,CETTIRE LIMITED ,2.64, 
CUE,CUE ENERGY RESOURCES LIMITED,0.063, 
CUL,CULLEN RESOURCES LIMITED,0.026, 
CUP,COUNTPLUS LIMITED ,1, 
CUV,CLINUVEL PHARMACEUTICALS LIMITED,30.7, 
CV1,CV CHECK LTD,0.14, 
CVC,CVC LIMITED ,1.97, 
CVL,CIVMEC LIMITED,0.645, 
CVN,CARNARVON PETROLEUM LIMITED ,0.25, 
CVS,CERVANTES CORPORATION LIMITED ,0.008, 
CVV,CARAVEL MINERALS LIMITED,0.46, 
CVW,CLEARVIEW WEALTH LIMITED,0.5, 
CWL,CONSOLIDATED FINANCIAL HOLDINGS LIMITED ,0.037, 
CWN,CROWN RESORTS LIMITED ,11.91, 
CWP,CEDAR WOODS PROPERTIES LIMITED,6.71, 
CWX,CARAWINE RESOURCES LIMITED,0.26, 
CWY,CLEANAWAY WASTE MANAGEMENT LIMITED,2.64, 
CWZ,CASHWERKZ LIMITED ,0.3, 
CXL,CALIX LIMITED ,2.67, 
CXM,CENTREX METALS LIMITED,0.048, 
CXO,CORE LITHIUM LTD,0.24, 
CXU,CAULDRON ENERGY LIMITED ,0.039, 
CXX,CRADLE RESOURCES LIMITED,0.059, 
CXZ,CONNEXION TELEMATICS LTD,0.015, 
